D564-8_rotmod-Copy1
rad,vObs,errV,gas,disk,bulge
0.51,8.54,1.53,3.47,6.36,0.0
1.02,15.1,1.41,5.33,8.66,0.0
1.53,19.8,1.8,6.34,9.09,0.0
2.04,21.9,1.82,6.86,8.75,0.0
2.56,24.0,1.89,7.05,8.17,0.0
3.07,25.0,2.05,7.04,7.65,0.0
