DDO064_rotmod
rad,vObs,errV,gas,disk,bulge
0.1,6.29,4.62,-1.13,1.96,0.0
0.3,13.9,4.62,-2.45,6.31,0.0
0.49,15.6,4.62,-0.64,9.67,0.0
0.69,18.4,4.62,2.49,13.92,0.0
0.89,22.5,4.62,1.87,15.16,0.0
1.09,26.5,4.62,4.97,16.41,0.0
1.29,35.3,4.62,9.29,17.34,0.0
1.48,40.5,4.62,13.62,18.34,0.0
1.68,44.2,4.89,16.26,19.12,0.0
1.88,46.3,4.62,18.16,19.54,0.0
2.08,46.4,4.62,19.64,19.1,0.0
2.27,46.3,4.62,20.17,18.77,0.0
2.37,46.4,6.73,20.59,18.61,0.0
2.98,46.9,8.65,22.17,17.21,0.0
