NGC4013_rotmod
rad,vObs,errV,gas,disk,bulge
5.49,198.0,10.0,0.0,186.83,108.11
6.17,195.0,5.0,10.14,197.4,102.7
6.92,194.0,4.0,19.07,203.18,97.43
7.69,195.0,3.0,24.03,205.95,92.74
8.36,195.0,3.0,26.62,205.73,88.92
9.12,195.0,3.0,28.67,202.75,85.21
9.88,192.0,7.0,29.74,195.44,81.9
10.56,188.0,8.0,29.63,185.44,79.23
11.31,186.0,7.0,29.42,175.66,76.58
12.08,186.0,6.0,29.85,166.96,74.1
12.77,186.0,5.0,30.5,160.29,72.07
13.47,185.0,6.0,31.57,154.56,70.18
14.17,180.0,10.0,32.44,149.44,68.41
14.98,163.0,8.0,32.98,144.15,66.54
15.68,162.0,6.0,32.44,140.03,65.04
16.37,164.0,5.0,31.79,136.17,63.66
17.19,166.0,5.0,30.82,132.07,62.12
17.88,166.0,5.0,29.63,128.95,60.91
18.58,166.0,5.0,28.56,126.05,59.75
19.39,166.0,5.0,27.91,122.95,58.49
20.09,168.0,5.0,27.26,120.47,57.46
20.79,172.0,5.0,26.4,118.15,56.49
21.48,173.0,5.0,25.97,116.0,55.57
22.3,171.0,5.0,26.08,113.61,54.54
22.99,170.0,5.0,26.4,111.72,53.72
23.69,172.0,5.0,27.16,109.89,52.92
24.39,173.0,5.0,28.88,108.16,52.15
25.2,176.0,5.0,30.17,106.26,51.31
25.9,178.0,5.0,29.96,104.71,50.61
26.59,180.0,6.0,29.63,103.24,49.95
27.41,180.0,8.0,29.1,101.58,49.19
28.1,180.0,5.0,28.45,100.24,48.59
28.8,180.0,5.0,28.02,98.94,47.99
29.61,178.0,5.0,27.59,97.5,47.33
30.31,174.0,5.0,27.59,96.31,46.78
31.01,170.0,10.0,26.19,95.16,46.25
