F563-V1_rotmod
rad,vObs,errV,gas,disk,bulge
1.31,12.0,5.0,4.66,11.06,0.0
2.63,21.7,5.0,9.66,16.85,0.0
3.93,28.6,5.0,13.79,23.41,0.0
5.24,29.5,5.0,16.46,24.18,0.0
6.55,28.6,5.0,18.52,23.59,0.0
7.87,27.3,5.0,20.17,23.33,0.0
