UGC07232_rotmod-Copy1
rad,vObs,errV,gas,disk,bulge
0.21,16.4,3.3,3.43,15.55,0.0
0.41,26.2,3.3,6.87,25.1,0.0
0.62,35.2,3.3,10.25,25.64,0.0
0.82,44.0,3.3,12.77,24.3,0.0
