F567-2_rotmod
rad,vObs,errV,gas,disk,bulge
1.92,26.9,8.0,-8.25,24.52,0.0
3.83,46.8,5.0,-11.91,32.41,0.0
5.75,47.6,5.0,-2.02,32.86,0.0
7.67,48.1,8.0,17.45,32.97,0.0
9.59,52.2,10.0,24.22,33.05,0.0
