ESO444-G084_rotmod
rad,vObs,errV,gas,disk,bulge
0.26,18.3,1.8,4.59,8.31,0.0
0.77,35.3,3.0,11.55,14.79,0.0
1.29,47.8,4.63,16.45,14.54,0.0
1.81,52.8,1.26,19.03,13.66,0.0
2.32,58.0,3.11,20.09,12.28,0.0
3.39,63.1,1.35,17.39,9.97,0.0
4.44,62.7,7.36,14.45,8.53,0.0
