F561-1_rotmod
rad,vObs,errV,gas,disk,bulge
1.61,23.4,10.0,5.21,28.61,0.0
3.23,40.6,5.0,10.57,37.58,0.0
4.84,45.5,5.0,15.71,39.1,0.0
6.45,49.2,5.0,20.94,44.01,0.0
8.06,50.4,5.0,25.97,48.52,0.0
9.66,50.4,5.0,29.26,49.44,0.0
