F574-1_rotmod
rad,vObs,errV,gas,disk,bulge
0.47,15.3,4.4,0.25,12.99,0.0
1.41,41.0,4.36,0.88,32.88,0.0
2.35,60.7,4.4,1.88,41.13,0.0
3.29,74.9,4.4,3.41,42.43,0.0
4.22,83.0,6.28,5.43,44.37,0.0
5.17,86.8,4.4,7.8,46.69,0.0
6.11,89.4,4.4,10.44,48.85,0.0
7.05,92.5,4.4,13.15,49.34,0.0
7.99,94.7,4.4,16.07,50.15,0.0
8.92,96.3,4.4,18.98,49.17,0.0
9.87,97.8,4.4,21.99,49.76,0.0
10.79,98.8,4.62,25.0,50.33,0.0
11.8,99.5,4.4,27.82,50.68,0.0
12.6,99.7,5.14,30.02,50.19,0.0
