UGC04483_rotmod-Copy1
rad,vObs,errV,gas,disk,bulge
0.08,5.11,2.79,1.47,3.91,0.0
0.24,10.8,1.94,4.46,8.92,0.0
0.4,17.3,1.56,7.28,9.95,0.0
0.57,20.8,1.25,9.38,9.7,0.0
0.73,20.8,1.62,10.63,9.13,0.0
0.89,22.9,1.76,11.34,8.44,0.0
1.05,24.3,2.23,11.95,7.79,0.0
1.21,24.2,1.23,12.36,7.22,0.0
