F565-V2_rotmod
rad,vObs,errV,gas,disk,bulge
1.26,21.7,10.0,5.7,11.4,0.0
2.51,40.3,10.0,10.7,17.23,0.0
3.78,57.7,7.0,14.75,19.15,0.0
5.03,68.5,7.0,18.18,18.51,0.0
6.29,73.5,7.0,21.5,20.41,0.0
7.54,78.5,5.0,24.72,20.52,0.0
8.8,83.1,6.0,27.11,18.68,0.0
