UGC08837_rotmod-Copy1
rad,vObs,errV,gas,disk,bulge
0.52,7.31,2.12,-3.67,11.19,0.0
1.05,14.6,2.05,-4.64,16.58,0.0
1.57,21.0,2.05,2.4,20.63,0.0
2.09,28.1,2.06,12.6,23.82,0.0
2.63,35.3,2.5,16.76,25.79,0.0
3.15,43.0,3.38,17.12,27.83,0.0
3.68,46.6,3.15,20.09,26.92,0.0
4.2,48.0,3.0,22.95,25.81,0.0
