D512-2_rotmod
rad,vObs,errV,gas,disk,bulge
0.96,22.9,2.71,4.08,14.85,0.0
1.92,33.5,2.71,6.24,21.2,0.0
2.88,37.2,4.19,7.45,20.56,0.0
3.83,35.9,5.98,8.09,20.08,0.0
