NGC4068_rotmod-Copy1
rad,vObs,errV,gas,disk,bulge
0.21,4.68,3.65,0.92,6.84,0.0
0.64,13.1,3.44,4.01,16.7,0.0
1.06,22.5,2.45,7.7,21.47,0.0
1.48,30.4,1.71,12.5,23.36,0.0
1.91,36.0,1.7,17.24,23.95,0.0
2.33,41.9,4.97,19.86,22.61,0.0
