KK98-251_rotmod
rad,vObs,errV,gas,disk,bulge
0.25,4.25,2.0,1.87,2.88,0.0
0.41,6.84,2.0,3.32,3.93,0.0
0.57,9.56,2.0,4.8,4.8,0.0
0.74,12.3,2.0,6.44,6.36,0.0
0.9,15.1,2.0,8.03,7.43,0.0
1.07,17.5,2.0,9.79,8.56,0.0
1.24,19.7,2.0,11.57,9.52,0.0
1.4,21.8,2.0,13.11,10.08,0.0
1.57,24.4,2.0,14.44,10.55,0.0
1.72,27.3,2.0,15.54,10.95,0.0
1.89,30.3,2.0,16.53,11.36,0.0
2.06,32.6,2.0,17.3,11.57,0.0
2.46,33.3,2.0,18.07,12.23,0.0
2.79,34.6,2.0,18.07,12.94,0.0
3.13,34.2,2.0,17.41,12.45,0.0
