F563-V2_rotmod
rad,vObs,errV,gas,disk,bulge
0.28,11.9,7.89,0.95,6.22,0.0
0.87,34.8,7.89,2.93,17.64,0.0
1.46,58.5,8.68,4.98,27.33,0.0
2.05,81.5,14.2,7.2,35.16,0.0
2.35,91.8,17.5,8.24,37.71,0.0
4.76,114.0,8.68,16.62,45.06,0.0
7.86,116.0,8.68,34.33,41.16,0.0
8.7,117.0,16.6,39.57,40.09,0.0
10.18,118.0,51.9,39.57,38.11,0.0
10.47,118.0,40.3,39.57,37.78,0.0
