UGC02953_rotmod
rad,vObs,errV,gas,disk,bulge
0.09,231.0,52.9,-0.75,12.18,80.49
0.17,231.0,27.9,-0.9,23.29,154.33
0.26,231.0,16.4,-0.97,35.2,203.79
0.34,231.0,11.9,-1.0,45.31,224.63
0.43,232.0,8.04,-1.04,56.16,236.57
0.51,232.0,6.53,-1.11,65.37,243.18
0.6,232.0,4.75,-1.21,75.35,248.89
0.69,232.0,4.0,-1.34,84.97,252.61
0.77,233.0,5.69,-1.48,93.17,255.01
0.86,233.0,4.83,-1.64,102.03,256.4
0.95,234.0,10.8,-1.82,110.51,257.17
1.03,235.0,10.3,-2.0,117.74,258.4
1.11,235.0,10.6,-2.17,124.74,258.76
1.2,236.0,10.2,-2.35,132.45,259.47
1.29,237.0,10.6,-2.54,139.94,259.74
1.38,238.0,14.2,-2.73,147.1,259.48
1.46,238.0,14.1,-2.94,153.23,258.65
1.55,239.0,19.6,-3.15,159.87,257.13
1.63,240.0,17.8,-3.37,165.58,255.36
1.72,241.0,7.14,-3.59,171.83,252.89
1.8,242.0,11.9,-3.81,177.21,250.43
1.89,243.0,10.9,-4.02,183.03,247.35
1.98,244.0,17.6,-4.24,188.55,244.09
2.07,246.0,11.4,-4.48,193.82,240.73
2.15,247.0,12.9,-4.72,198.33,237.68
2.23,248.0,15.4,-4.99,202.68,234.62
2.32,249.0,17.6,-5.25,207.44,231.17
2.4,251.0,24.0,-5.52,211.55,228.14
2.49,252.0,10.1,-5.8,216.16,224.74
2.58,253.0,12.0,-6.06,220.83,221.41
2.67,254.0,6.34,-6.31,225.64,218.17
2.75,256.0,6.22,-6.56,230.0,215.36
2.83,257.0,5.6,-6.82,234.46,212.6
2.92,259.0,8.73,-7.07,239.57,209.57
3.0,260.0,5.19,-7.31,243.97,206.96
3.09,262.0,11.0,-7.55,248.68,204.14
3.18,263.0,16.0,-7.78,252.98,201.42
3.27,264.0,13.1,-8.0,256.93,198.78
3.35,266.0,11.8,-8.21,260.17,196.48
3.43,267.0,12.7,-8.4,263.1,194.27
4.21,280.0,5.52,-9.93,282.25,175.61
4.29,282.0,2.35,-10.07,283.7,173.97
4.38,283.0,5.1,-10.2,285.12,172.2
4.47,285.0,4.61,-10.32,286.54,170.45
4.8,290.0,10.8,-10.66,290.98,164.51
5.25,296.0,2.85,-10.87,296.92,157.31
5.32,298.0,1.92,-10.98,297.8,156.27
5.41,299.0,4.29,-10.98,298.79,154.97
5.5,300.0,4.92,-10.87,299.65,153.7
5.58,301.0,2.24,-10.87,300.25,152.59
5.67,302.0,4.59,-10.87,300.59,151.39
