NGC3521_rotmod
rad,vObs,errV,gas,disk,bulge
0.51,143.0,33.1,-3.74,195.66,0.0
0.69,160.0,15.0,-4.96,213.36,0.0
0.86,178.0,7.92,-6.2,228.63,0.0
1.03,188.0,8.01,-7.39,242.31,0.0
1.2,187.0,8.03,-8.46,244.99,0.0
1.38,195.0,5.6,-9.15,248.08,0.0
1.55,199.0,7.52,-9.58,251.75,0.0
1.71,203.0,6.87,-9.77,258.35,0.0
1.89,206.0,9.22,-9.95,262.92,0.0
2.06,211.0,12.0,-9.95,270.25,0.0
2.23,219.0,13.3,-9.95,275.1,0.0
2.41,216.0,9.9,-10.14,276.83,0.0
2.58,214.0,10.5,-10.6,274.55,0.0
2.75,213.0,8.39,-11.16,274.06,0.0
2.92,210.0,13.3,-11.53,273.74,0.0
3.09,214.0,6.67,-11.25,275.23,0.0
3.26,213.0,9.98,-9.77,276.33,0.0
3.43,212.0,11.2,-7.06,278.46,0.0
3.61,215.0,9.11,2.4,278.97,0.0
3.78,217.0,10.1,7.87,280.87,0.0
3.95,219.0,8.05,10.51,281.76,0.0
4.12,220.0,8.29,12.28,282.78,0.0
4.29,218.0,8.42,13.95,281.57,0.0
4.46,220.0,9.71,15.63,279.92,0.0
4.64,220.0,20.1,17.49,276.26,0.0
4.81,216.0,23.5,19.07,272.38,0.0
4.98,220.0,14.6,20.0,268.13,0.0
5.15,218.0,12.2,20.46,264.51,0.0
5.32,213.0,23.1,20.65,260.81,0.0
5.49,215.0,21.2,20.74,257.41,0.0
5.67,216.0,18.3,21.02,254.02,0.0
5.84,208.0,31.7,21.3,251.09,0.0
6.01,212.0,25.3,21.67,248.27,0.0
6.19,213.0,23.8,22.04,245.66,0.0
6.35,216.0,19.6,22.51,243.33,0.0
6.64,210.0,25.0,23.63,238.82,0.0
8.82,210.0,10.7,34.97,209.65,0.0
11.07,210.0,10.7,43.44,188.05,0.0
13.32,206.0,6.25,45.95,172.02,0.0
15.49,206.0,6.25,45.39,159.31,0.0
17.74,206.0,10.7,42.23,147.38,0.0
