Galaxy,chi_square,alpha,disk_scale,bulge_scale,phi_zero
NGC5371_rotmod,8.86593007146685,8.226975008016524,                 0.6843271918893625,1.0,3.4926067951406126e-06 
UGC07603_rotmod,24.34268413510992,3.5015297901536837e-12,                 1.8648083547020888,1.0,3.1919951620190414e-06 
NGC4138_rotmod,0.8501516814566067,3.0806341364948304,                 0.9107151063503353,2.378126663565692e-05,2.7697701267296215e-06 
UGC12632_rotmod,2.3111078561219838,7.226030232651588e-13,                 2.2056909742668047,1.0,3.35380856509653e-06 
NGC5033_rotmod,15.016580938337466,10.379030926787093,                 0.8275553421999822,0.3106915380498659,3.618760298237866e-06 
UGC02023_rotmod,0.755772258527012,4.7709805572921196e-12,                 1.1543967245765268,1.0,2.588713420774198e-06 
UGC09133_rotmod,17.91996472915293,16.74442660123077,                 0.7177241100573936,0.35029773358306354,4.081926881990854e-06 
UGCA442_rotmod,57.620231591009095,1.6672132533431663e-11,                 4.248947935300707,1.0,2.8647946796093216e-06 
UGC04305_rotmod,1.5521638130588193,9.953025563211354e-13,                 0.8755208955131788,1.0,3.618760298237866e-06 
NGC2841_rotmod,4.954506521388142,23.071471169816977,                 0.8301505287416392,0.4206856951260942,3.985111620249881e-06 
NGC2955_rotmod,6.048336273292118,2.182946629544696,                 0.8991333190753164,0.7029232845610879,3.664487332755443e-06 
UGC07232_rotmod,3.822734684867304,6.2693764964442245e-12,                 1.2964963003303003,1.0,2.3682255868199998e-06 
NGC4157_rotmod,4.096783948042698,3.3057771079168763,                 1.8370938875373865e-05,1.3544454581900196,3.426909797106068e-06 
NGC4183_rotmod,4.523771708661547,0.09607761902426354,                 1.465719811937108,1.0,3.647055436927237e-06 
UGC07125_rotmod,9.242950197828403,1.9544647658247982e-09,                 1.4260867429994841,1.0,3.245971629675444e-06 
UGC03205_rotmod,9.142104663115605,5.305948164484088,                 0.11434160851834609,0.5815151140028996,3.9727109108056445e-06 
F583-1_rotmod,4.644830628150066,6.762693992704098e-12,                 2.417333412194005,1.0,3.681322409857878e-06 
NGC4068_rotmod,2.2651452403589114,7.940768875593198e-15,                 1.1867572598454363,1.0,2.6562252603554394e-06 
UGC02885_rotmod,10.53149098893865,10.91744565559565,                 1.196312474873627,3.198554511545424e-05,3.4926067951406126e-06 
D564-8_rotmod,7.072497287650421,8.540113366558006e-13,                 2.0905870005480174,1.0,2.6562252603554394e-06 
NGC4013_rotmod,0.8765576097736085,3.9986861434784453,                 0.7273243890059292,1.9557265089368333e-05,3.877713734514092e-06 
UGC07323_rotmod,1.9405309446372399,7.723138415526796e-11,                 1.1793363975341156,1.0,3.065057007881928e-06 
NGC3953_rotmod,0.5913530498673027,2.097979376957351e-07,                 0.9219915280507567,1.0,2.8647946796093216e-06 
NGC4559_rotmod,11.200887747013244,0.9655702619508643,                 0.7947113254548647,1.0,3.783195442212607e-06 
NGC6015_rotmod,75.44924686980022,0.02426208703090231,                 1.1171397598122936,1.0,3.942829898909798e-06 
UGC05253_rotmod,21.704434244428576,8.138307291809081,                 1.2042033577934266,0.35643992943799635,4.103703637097236e-06 
UGC12506_rotmod,2.5948662436333922,0.9096710786028946,                 1.4966059211584413,1.0,3.7727107017916375e-06 
NGC2998_rotmod,37.740923027932375,0.7428406553592202,                 1.229870360877928,1.0,3.245971629675444e-06 
UGC00731_rotmod,2.1883182337366893,7.0479421480269816e-12,                 4.293386342160882,1.0,3.1919951620190414e-06 
F583-4_rotmod,0.7730166706804843,0.00031650505640314823,                 1.5679449359427091,1.0,3.1919951620190414e-06 
UGC06614_rotmod,0.9584894443342827,3.7039373961336577,                 7.672086483397053e-06,0.4952776860405175,3.245971629675444e-06 
NGC0024_rotmod,12.849960385638568,7.070733466580695e-13,                 1.7913996396163014,1.0,3.743967144766226e-06 
DDO168_rotmod,24.525007873865174,1.1199831332359228e-12,                 2.256893351097201,1.0,3.065057007881928e-06 
UGC05750_rotmod,0.7709092228884376,3.21880124683497e-13,                 1.7036984112912401,1.0,3.1310131610425587e-06 
UGC05005_rotmod,6.259292631925596,1.2772202592127507e-10,                 1.6537920350648567,1.0,3.1310131610425587e-06 
M31_Carignan_SNC,0.292624477159613,9.411507596610168,                 0.9984178241822019,0.5495021979947601,3.729889199668195e-06 
NGC3893_rotmod,7.623920362161089,3.9800485306040434,                 0.48761848492288223,1.0,3.065057007881928e-06 
UGC12732_rotmod,21.582460263703044,0.04108582659369842,                 2.320924314486323,1.0,3.392034252601659e-06 
UGC06818_rotmod,10.03057397094664,3.000681254435953e-11,                 1.2516106008322738,1.0,2.8647946796093216e-06 
IC4202_rotmod,30.339263956016037,3.228520465299232e-09,                 1.203431267082289,0.7021362703234503,3.783195442212607e-06 
UGC00128_rotmod,73.31428083385477,1.3674443432507217,                 1.3294177533026363,1.0,3.618760298237866e-06 
D631-7_rotmod,50.97601763709442,3.632902809571585e-11,                 2.0220016994922547,1.0,3.392034252601659e-06 
F568-V1_rotmod,0.5730025196339269,5.832979985694368e-12,                 2.3793273319233217,1.0,3.35380856509653e-06 
UGC06667_rotmod,1.430816253417743,0.011716480525154628,                 3.7254787954272857,1.0,2.9716371906492047e-06 
UGC05918_rotmod,0.1309654369933715,0.0006710980055513625,                 2.3347508321724857,1.0,2.8647946796093216e-06 
UGC00634_rotmod,33.236756305997055,0.8019343054100351,                 1.2378593647487333,1.0,2.3682255868199998e-06 
UGC02487_rotmod,17.318527763544072,57.63590758323634,                 0.9704027451847056,0.00014482673056841818,3.426909797106068e-06 
