# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SBdisk	SBbul
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.11	-0.15	1.56	3.28	1.16	0.00	0.00	0.00
0.22	7.11	2.59	5.84	1.93	0.00	0.00	0.00
0.34	8.36	2.95	7.79	2.85	0.00	0.00	0.00
0.45	11.24	3.20	8.22	3.98	0.00	0.00	0.00
0.56	14.66	2.80	8.64	4.27	0.00	0.00	0.00
0.67	15.77	2.26	10.91	4.42	0.00	0.00	0.00
0.78	19.21	2.24	13.14	4.72	0.00	0.00	0.00
0.89	23.09	3.22	14.78	5.21	0.00	0.00	0.00
1.01	25.74	3.36	14.64	5.47	0.00	0.00	0.00
1.12	27.46	3.71	14.86	5.51	0.00	0.00	0.00
1.23	28.29	4.15	15.38	5.71	0.00	0.00	0.00
1.34	26.98	3.51	16.44	5.91	0.00	0.00	0.00
1.45	21.47	3.92	17.42	6.26	0.00	0.00	0.00
1.56	22.67	5.11	25.90	6.49	0.00	0.00	0.00
