#Distance
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SBdisk	SBbul
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.47	7.99	2.89	3.08	62.78	0.00	0.00	0.00
0.93	18.29	2.39	5.32	118.32	0.00	0.00	0.00
1.40	24.59	2.25	8.62	188.35	0.00	0.00	0.00
1.86	28.82	2.07	14.12	273.35	0.00	0.00	0.00
2.33	32.96	2.27	16.37	321.57	0.00	0.00	0.00
2.79	33.83	2.51	16.72	341.25	0.00	0.00	0.00
3.26	36.07	2.67	17.11	354.11	0.00	0.00	0.00
3.72	36.49	2.82	17.61	367.59	0.00	0.00	0.00
4.19	31.09	2.82	18.42	384.84	0.00	0.00	0.00
