   #R         Vmod       Vobs       Err        Vdisk      Vgas       Vbulge
   8.00E-01   5.17E+01   4.05E+01   7.35E+00   4.14E+01   8.59E+00   0.00E+00
   1.67E+00   6.34E+01   5.39E+01   5.90E+00   4.42E+01   1.53E+01   0.00E+00
   2.47E+00   6.98E+01   7.30E+01   4.70E+00   4.32E+01   2.04E+01   0.00E+00
   3.20E+00   7.38E+01   7.84E+01   3.90E+00   4.17E+01   2.32E+01   0.00E+00
   3.85E+00   7.77E+01   7.93E+01   5.30E+00   4.09E+01   2.62E+01   0.00E+00
   4.44E+00   8.07E+01   8.11E+01   5.10E+00   3.98E+01   2.86E+01   0.00E+00
