   #R         Vmod       Vobs       Err        Vdisk      Vgas       Vbulge
   7.51E-01   2.65E+01   2.34E+01   5.55E+00   1.28E+01   2.90E+00   0.00E+00
   1.50E+00   3.94E+01   2.80E+01   5.20E+00   2.01E+01   3.78E+00   0.00E+00
   2.25E+00   4.56E+01   3.67E+01   4.25E+00   2.15E+01   6.57E+00   0.00E+00
   3.01E+00   5.02E+01   4.76E+01   4.25E+00   2.14E+01   9.80E+00   0.00E+00
   3.76E+00   5.55E+01   6.33E+01   4.75E+00   2.26E+01   1.24E+01   0.00E+00
   4.51E+00   5.93E+01   7.12E+01   5.25E+00   2.15E+01   1.61E+01   0.00E+00
   5.26E+00   6.19E+01   6.81E+01   6.00E+00   2.03E+01   1.81E+01   0.00E+00
   6.01E+00   6.38E+01   7.44E+01   6.00E+00   1.89E+01   1.94E+01   0.00E+00
