   #R         Vmod       Vobs       Err        Vdisk      Vgas       Vbulge
   7.51E-01   3.05E+01   2.48E+01   6.50E+00   1.70E+01   2.59E+00   0.00E+00
   1.50E+00   4.93E+01   4.62E+01   5.60E+00   3.07E+01   5.34E+00   0.00E+00
   2.25E+00   6.04E+01   6.05E+01   5.80E+00   3.73E+01   8.45E+00   0.00E+00
   3.01E+00   7.03E+01   6.96E+01   3.90E+00   4.30E+01   1.24E+01   0.00E+00
   3.76E+00   7.65E+01   7.75E+01   3.70E+00   4.51E+01   1.54E+01   0.00E+00
   4.51E+00   8.09E+01   8.29E+01   4.50E+00   4.49E+01   1.94E+01   0.00E+00
   5.26E+00   8.33E+01   8.41E+01   4.90E+00   4.32E+01   2.17E+01   0.00E+00
   6.01E+00   8.57E+01   8.56E+01   4.90E+00   4.25E+01   2.22E+01   0.00E+00
   6.76E+00   8.80E+01   8.76E+01   4.90E+00   4.14E+01   2.40E+01   0.00E+00
