   #R         Vmod       Vobs       Err        Vdisk      Vgas       Vbulge
   1.50E+00   2.02E+02   1.70E+02   4.70E+00   2.01E+02   2.75E+00   0.00E+00
   2.25E+00   1.86E+02   1.74E+02   4.20E+00   1.83E+02   1.42E+01   0.00E+00
   3.01E+00   1.72E+02   1.70E+02   4.20E+00   1.66E+02   1.88E+01   0.00E+00
   3.76E+00   1.60E+02   1.70E+02   4.30E+00   1.48E+02   2.18E+01   0.00E+00
   4.58E+00   1.52E+02   1.71E+02   4.80E+00   1.33E+02   2.66E+01   0.00E+00
   5.41E+00   1.46E+02   1.74E+02   4.90E+00   1.21E+02   3.08E+01   0.00E+00
   5.86E+00   1.44E+02   1.77E+02   1.01E+01   1.16E+02   3.06E+01   0.00E+00
   6.31E+00   1.42E+02   1.78E+02   6.30E+00   1.11E+02   2.98E+01   0.00E+00
   6.76E+00   1.41E+02   1.80E+02   7.70E+00   1.07E+02   2.85E+01   0.00E+00
