   #R         Vmod       Vobs       Err        Vdisk      Vgas       Vbulge
   7.51E-01   3.37E+01   2.66E+01   4.40E+00   2.23E+01   0.00E+00   0.00E+00
   1.50E+00   4.89E+01   4.52E+01   2.70E+00   3.09E+01   0.00E+00   0.00E+00
   2.25E+00   5.84E+01   5.70E+01   3.90E+00   3.50E+01   8.03E+00   0.00E+00
   3.01E+00   6.74E+01   6.93E+01   3.00E+00   3.86E+01   1.49E+01   0.00E+00
   3.76E+00   7.35E+01   7.73E+01   3.40E+00   4.08E+01   1.70E+01   0.00E+00
   4.51E+00   7.95E+01   8.07E+01   3.90E+00   4.24E+01   2.08E+01   0.00E+00
   5.26E+00   8.21E+01   8.40E+01   3.00E+00   4.15E+01   2.18E+01   0.00E+00
   6.01E+00   8.48E+01   8.50E+01   3.00E+00   4.05E+01   2.38E+01   0.00E+00
   6.76E+00   8.67E+01   8.57E+01   3.40E+00   4.05E+01   2.27E+01   0.00E+00
