0.1	10
0.2	20
0.4	100
0.713	144.877
0.904	147.425
1.159	152.622
1.35	170.006
1.604	175.872
1.795	180.83
2.05	183.592
2.304	189.151
2.495	193.248
2.686	195.961
2.941	197.571
3.132	197.58
3.386	194.567
3.641	192.046
3.895	188.026
4.532	172.986
5.168	179.088
5.805	176.168
6.505	182.441
7.141	186.817
7.841	188.358
8.478	189.263
9.178	185.287
9.814	185.058
10.514	185.324
11.151	185.74
11.851	183.515
12.487	182.118
13.187	182.448
13.887	182.109
14.523	172.729
15.16	171.875
15.86	170.575
16.496	150.278
17.196	149.655
17.833	149.065
18.533	146.903
19.233	144.992
19.869	142.857
20.506	141.817
21.206	141.637
21.778	139.136
22.542	138.539
23.179	136.012
23.815	135.528
24.515	134.666
25.151	133.165
25.851	130.228
26.552	130.911
27.2513	132.193
27.888	131.3
28.524	128.385
29.161	125.143
29.846	123.604
30.07	122.397
30.226	120.532
30.744	121.593
31.416	113.707
31.66	113.004
32.049	114.143
32.532	114.585
32.945	114.974
33.2	113.604
33.411	113.839
33.676	112.57
33.886	111.812
34.097	111.44
34.288	110.341
34.532	109.611
34.731	108.336
34.993	108.441
35.213	107.276
35.402	108.841
35.633	109.459
35.865	110.338
36.1	109.745
36.298	108.689
36.56	106.741
36.756	105.766
36.931	105.205
37.22	104.388
37.44	102.898
37.626	102.168
37.886	101.744
38.085	101.056
38.318	99.4534
38.548	98.607
38.766	98.2854
38.963	99.2529
39.187	99.4472
39.417	100.526
39.672	101.971
39.862	102.066
40.094	103.667
40.317	103.445
40.506	103.863
40.728	105.099
40.973	104.652
41.209	104.978
41.411	104.864
41.651	105.947
41.866	104.796
42.052	104.405
42.272	103.688
42.552	102.791
42.763	102.519
42.95	101.381
43.235	101.625
43.422	100.467
43.621	100.148
43.905	99.2803
44.062	98.2936
44.347	97.7977
