0.068	3.354
0.21	5.876
0.446	9.239
0.635	13.443
0.871	18.067
0.966	22.27
1.013	27.315
1.155	34.461
1.296	42.448
1.769	57.161
1.816	64.727
2.288	80.281
2.572	92.472
2.619	95.835
2.666	101.605
2.714	110.216
2.903	119.407
2.95	120.655
3.044	130.845
3.139	136.049
3.233	137.253
3.457	132.354
3.8	139.399
4.131	146.3689
4.475	147.1044
4.745	150.5058
5.115	150.0088
5.377	150.5286
5.784	151.261
6.068	151.00
6.399	149.39
6.729	148.859
7.013	147.349
7.391	146.45
7.674	145.3803
8.052	141.9067
8.335	138.6116
8.666	133.3211
8.997	130.4498
9.328	131.0962
9.658	135.6415
9.989	133.4855
10.32	134.2831
10.603	136.9152
10.981	136.2149
11.264	137.6937
11.595	136.1125
11.926	136.4576
12.257	135.4678
12.587	134.8963
12.918	134.8236
13.249	133.5263
13.532	132.5658
13.91	132.0207
14.241	131.6798
14.524	129.2539
14.855	128.9828
15.186	127.8285
15.516	126.1105
15.847	125.294
16.178	124.6347
16.508	122.5152
16.839	121.4698
17.17	119.4301
17.453	117.7895
17.784	116.8551
18.115	115.7403
18.445	114.805
18.776	113.1692
19.107	112.3858
19.437	110.6024
19.721	109.8198
20.099	109.1941
20.382	108.5743
20.76	107.9578
21.044	107.5115
21.374	106.9071
21.705	106.6926
22.036	106.4806
22.366	106.0968
22.697	105.7142
23.028	105.1247
23.311	104.7436
23.689	103.804
23.973	103.2206
24.303	103.0225
24.634	102.2817
24.965	101.7035
25.295	101.1431
25.626	100.7636
25.957	99.6418
26.288	99.26282
26.618	99.06741
26.902	97.94423
27.232	97.56589
27.563	97.00429
27.894	96.62593
28.224	96.24702
28.555	95.86935
28.886	95.12489
29.217	94.56332
29.547	93.80609
29.831	93.2446
30.161	92.86613
30.492	92.48802
30.823	92.30558
31.154	91.56404
31.484	91.74411
