0.038	0.112
0.104	5.098
0.171	9.773
0.237	16.629
0.304	21.927
0.37	27.225
0.436	28.783
0.569	31.1
0.702	33.146
0.769	34.7
0.901	40.248
1.034	41.17
1.167	42.091
1.366	43.389
1.765	53.128
3.558	78.361
5.352	89.87315497
7.211	93.21345961
8.938	91.3622025
10.798	88.99668857
12.592	85.36299567
14.385	81.54313828
16.245	78.27691706
17.972	76.06685694
19.765	74.34976008
21.625	72.58936107
23.352	71.42180929
25.145	70.76179372
27.005	69.17489793
28.798	67.17211631
30.525	66.26868805
32.385	65.38616406
34.179	62.52135662
35.972	60.54395419
37.765	60.3205389
39.559	58.1139869
41.418	57.67612568
43.212	55.914135
