#Distance
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SBdisk	SBbul
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
0.12	-1.61	2.51	2.78	0.95	0.00	0.00	0.00
0.24	2.26	3.66	6.98	2.17	0.00	0.00	0.00
0.36	5.09	2.07	11.70	3.45	0.00	0.00	0.00
0.48	10.79	2.12	14.85	4.65	0.00	0.00	0.00
0.60	17.77	2.98	16.47	5.88	0.00	0.00	0.00
0.73	24.06	2.94	17.38	6.79	0.00	0.00	0.00
0.85	26.58	2.34	18.19	7.42	0.00	0.00	0.00
0.97	29.32	2.57	19.71	7.76	0.00	0.00	0.00
1.09	32.28	3.25	20.78	8.13	0.00	0.00	0.00
1.21	35.90	3.72	20.50	8.38	0.00	0.00	0.00
1.33	38.56	4.79	20.31	8.50	0.00	0.00	0.00
1.45	42.59	4.29	20.39	8.60	0.00	0.00	0.00
1.57	45.97	3.95	19.47	8.71	0.00	0.00	0.00
1.69	48.80	4.21	19.09	8.80	0.00	0.00	0.00
1.81	51.13	4.00	19.15	8.82	0.00	0.00	0.00
1.93	53.68	4.40	19.30	8.81	0.00	0.00	0.00
2.06	56.93	5.07	19.54	8.89	0.00	0.00	0.00
2.18	58.27	4.28	19.46	8.93	0.00	0.00	0.00
2.30	59.02	4.08	19.71	8.91	0.00	0.00	0.00
2.42	59.69	4.11	19.69	8.90	0.00	0.00	0.00
2.54	59.33	4.55	19.22	8.83	0.00	0.00	0.00
2.66	59.18	4.58	19.03	8.77	0.00	0.00	0.00
2.78	57.96	4.08	19.44	8.76	0.00	0.00	0.00
2.90	58.89	4.01	19.78	8.68	0.00	0.00	0.00
3.02	58.78	4.93	19.59	8.63	0.00	0.00	0.00
3.14	57.67	5.41	19.56	8.52	0.00	0.00	0.00
3.26	55.93	5.22	19.70	8.38	0.00	0.00	0.00
3.39	55.94	4.99	20.30	8.26	0.00	0.00	0.00
3.51	52.96	4.79	20.42	8.26	0.00	0.00	0.00
3.63	48.12	4.64	20.44	8.46	0.00	0.00	0.00
3.75	47.15	4.33	20.60	8.59	0.00	0.00	0.00
3.87	44.46	4.63	20.68	8.68	0.00	0.00	0.00
3.99	42.69	5.00	20.86	8.81	0.00	0.00	0.00
